Original Text,Extracted Laws
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제152조 제1호, 제43조, 징역형 선택",도로교통법 152조 제1호
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제152조 제1호, 제43조, 징역형 선택

1. 집행유예

형법 제62조 제1항(피고인이 이 사건 범행을 뉘우치며 반성하고 있는 점, 이 사건 범행으로 인적, 물적 피해가 발생하지 않은 점, 무면허운전으로 벌금형을 초과하는 형사처벌 전력이 없는 점, 반면 피고인이 2017년경 벌금 300만 원의 형을 받은 것을 비롯하여 무면허운전으로 수차례 벌금형을 받은 전력이 있는 점 등 제반 사정 참작)

1. 보호관찰 및 사회봉사명령

형법 제62조의2, 보호관찰 등에 관한 법률 제59조 제1항","도로교통법 152조 제1호, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

특정범죄가중처벌등에관한법률 제5조의3 제1항 제2호, 형법 제268조(각 교통사고치상 후 도주의 점), 도로교통법 제148조, 제54조 제1항(사고후미조치의 점), 도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 각 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

각 형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 152조 제1호, 형법 268조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(업무상과실치상 후 도주의 점, 유기징역형 선택), 도로교통법 제152조 제1호, 제43조(무면허운전의 점, 징역형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 152조 제1호, 형법 268조, 형법 37조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제2항 제3호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(무면허운전)죄에 정한 형으로 처벌]

1. 형의 선택

징역형 선택","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

○각 무면허운전의 점 : 각 도로교통법 제152조 제1호, 제43조, 각 징역형 선택

○각  의무보험 무가입  자동차  운행의  점  :  각  자동차손해배상 보장법 제46조  제2항  제2호, 제8조 본문, 각 징역형 선택

○실종아동 무신고 보호의 점 : 실종아동등의 보호 및 지원에 관한 법률 제17조, 제7조, 징역형 선택

1. 경합범가중

형법  제37조  전단,  제38조  제1항  제2호,  제50조(형이  가장  무거운  실종아동등의보호및지원에관한법률위반죄에 정한 형에 경합범가중)

1. 집행유예

형법 제62조 제1항

1. 보호관찰, 사회봉사 및 수강명령

형법 제62조의2","도로교통법 152조 제1호, 보장법 46조 제2항 제2호, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

징역형 선택","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형 선택

도로교통법 제148조의2 제1항 제2호, 제44조 제2항, 제152조 제1호, 제43조, 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 형법 37조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전), 도로교통법 제152조 제1호,  제43조(무면허운전), 형법 제136조 제1항(공무집행방해)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 136조 제1항, 형법 37조, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조

구 도로교통법(2018. 12. 24. 법률 제16037호로 개정되기 전의 것) 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 152조 제1호, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조

도로교통법 제154조 제2호, 제43조(무면허운전의 점), 형법 제319조 제1항(건조물 침입의 점), 형법 제366조(재물손괴의 점), 구 동물보호법(2017. 3. 21. 법률 제14651호로 개정되기 전의 것) 제46조 제1항, 제8조 제2항 제4호(동물학대의 점), 형법 제298조(강제추행의 점)

1. 상상적 경합

형법 제40조, 제50조(재물손괴죄 및 동물학대죄 상호간, 형이 더 무거운 재물손괴죄에 정한 형으로 처벌)

1. 형의 선택

도로교통법위반(무면허운전)죄에 대하여 벌금형을, 나머지 각 죄에 대하여 징역형을 각 선택

1. 누범가중

형법 제35조

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제3호, 제50조

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 이수명령

성폭력범죄의 처벌 등에 관한 특례법 제16조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 154조 제2호, 특례법 16조 제2항, 형법 298조, 형법 319조 제1항, 형법 35조, 형법 366조, 형법 37조, 형법 40조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

징역형 선택

1. 작량감경","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조"
"1. 범죄사실에 대한 해당법조

형법 제284조, 제283조 제1항(위험한 물건 휴대 협박의 점), 특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법  제268조(업무상과실치사 후 도주의  점    및 업무상과실치상 후 도주의 점), 도로교통법 제148조, 제54조 제1항(재물손괴 후    미조치의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 형법 268조, 형법 284조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

구 도로교통법(2020. 6. 9. 법률 제17371호로 개정(시행: 2020. 12. 10.)되기  전의    것, 이하 '도로교통법'이라 한다) 제148조의2 제1항, 제44조 제1항(음주운전의  점),    도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌] 1. 형의 선택

징역형 선택","도로교통법 152조 제1호, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 각 도로교통법 제152조 제1호,  제43조(무면허운전의  점), 각 근로기준법  제109조 제1항(임금미지급의    점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 벌금형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","근로기준법 109조 제1항, 도로교통법 148조, 도로교통법 152조 제1호, 형법 37조, 형법 40조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

국민연금법 제128조 제1항(포괄하여)

1. 형의 선택

징역형 선택

1. 누범가중

형법 제35조

1. 경합범처리

형법 제37조 후단, 제39조 제1항","국민연금법 128조 제1항, 형법 35조, 형법 37조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제3항 제1호, 제44조 제1항(음주운전의 점). 도로교통법 제154조 제2호, 제43조(무면허운전의  점), 자동차손해배상 보장법 제46조 제3항 제2호, 제8조 본문(의무보험미가입 오토바이 운행의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범처리

형법 제37조 후단, 제39조 제1항

1. 경합범처리에 따른 감경

형법 제39조 제1항 후문, 제55조 제1항 제3호

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 154조 제2호, 보장법 46조 제3항 제2호, 형법 37조, 형법 39조 제1항, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

각 형법 제329조(절도의 점, 징역형 선택), 각 형법 제366조(재물손괴의 점, 징역형  선택), 도로교통법 제154조 제2호, 제43조(무면허운전의 점, 벌금형 선택)

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제3호, 제50조

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 154조 제2호, 형법 329조, 형법 366조, 형법 37조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제154조  제2호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

징역형 선택

1. 경합범의 처리

형법 제37조 후단, 제39조 제1항 전문

1. 작량감경","도로교통법 148조, 도로교통법 154조 제2호, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항, 제2항(음주측정거부의 점), 도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제154조 제2호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 154조 제2호, 형법 37조, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형에 장기형을 합산한 범위 내에서 경합범 가중]","도로교통법 148조, 도로교통법 152조 제1호, 형법 37조"
"1. 범죄사실에 대한 해당법조

가. 피고인 A: 교통사고처리특례법 제3조 제1항, 제2항 단서 제7호, 형법 제268조(업무상 과실치상의  점), 도로교통법  제151조(업무상 과실재물손괴의  점), 제152조       제1호, 제43조(무면허운전의 점), 형법 제331조의2(자동차불법사용의 점)

나. 피고인 B: 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 자동차손해배상보장법 제46조 제2항 제2호, 제8조 본문(의무보험 미가입 차량 운행의 점)

1. 상상적 경합

형법  제40조, 제50조[피고인 A에  대한 판시 교통사고처리특례법위반(치상)죄와 도로교통법위반죄 사이]

1. 형의 선택

가. 피고인 A: 판시 교통사고처리특례법위반(치상)죄에  대하여는 금고형을, 나머지        판시 각 죄에 대하여는 징역형을 각 선택

나. 피고인 B: 각 벌금형 선택

1. 경합범가중: 피고인들

형법 제37조 전단, 제38조 제1항 제2호, 제50조[피고인 A에 대하여는 형이 가장 무거운 판시 교통사고처리특례법위반(치상)죄에 정한 형에 경합범가중을 하되 징역형으로 처벌하고, 피고인 B에 대하여는 형이 더 무거운 판시 자동차손해배상보장법위반죄에 정한 형에 경합범 가중]

1. 노역장유치: 피고인 B

형법 제70조 제1항, 제69조 제2항

1. 집행유예: 피고인 A

형법 제62조 제1항

1. 보호관찰 및 치료명령: 피고인 A

형법 제62조의2, 치료감호등에관한법률 제44조의2

1. 가납명령: 피고인 B

형사소송법 제334조 제1항","교통사고처리특례법 3조 제1항, 도로교통법 151조, 도로교통법 152조 제1호, 자동차손해배상보장법 46조 제2항 제2호, 형법 268조, 형법 331조, 형법 37조, 형법 40조, 형법 62조, 형법 62조 제1항, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

형법 제347조 제1항(사기의 점), 제314조 제1항(업무방해의 점), 각 도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 각 형법 제231조(사문서위조의 점), 제234조, 제231조(위조사문서행사의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 주민등록법 제37조 제10호(주민등록번호 부정사용의 점)

1. 상상적 경합

형법 제40조, 제50조[2018. 12. 22.자 도로교통법위반(음주운전)죄와 도로교통법위반(무면허운전)죄 상호 간, 형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

각 징역형 선택

1. 누범가중

형법 제35조

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 148조, 도로교통법 152조 제1호, 주민등록법 37조 제10호, 형법 231조, 형법 347조 제1항, 형법 35조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법(2020. 6. 9. 법률 제17371호로 개정되기 전의 것) 제148조의2 제1항, 제44조 제1항, 징역형 선택

1. 누범가중

형법 제35조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","형법 35조, 형법 53조"
"1. 범죄사실에 대한 해당법조

형법 제231조(사문서위조의 점), 형법 제234조, 제231조(위조사문서 행사의 점), 형법  제151조 제1항, 제31조 제1항(범인도피교사의  점), 도로교통법  제148조의2 제3항 제3호, 제44조 제1항(음주운전의 점), 도로교통법 제154조 제2호, 제43조(원동기장치자전거 무면허 운전의 점)

1. 상상적 경합

형법  제40조,  제50조[도로교통법위반(음주운전)죄와  도로교통법위반(무면허운전)죄    상호간, 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

벌금형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 도로교통법 154조 제2호, 형법 151조 제1항, 형법 231조, 형법 234조, 형법 37조, 형법 40조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항(반복 음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조[형이 더 무거운 도로교통법위반(음주운전)죄에 정한 형으로 처벌]

1. 형의 선택

벌금형 선택

1. 노역장유치

형법 제70조 제1항, 제69조 제2항

1. 가납명령

형사소송법 제334조 제1항","도로교통법 148조, 도로교통법 152조 제1호, 형법 40조, 형법 70조 제1항, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(도주치상의 점), 도로교통법 제148조, 제54조 제1항(사고 후 미조치의 점), 도로교통법 제151조(과실 재물손괴의 점), 각 도로교통법 제154조 제2호, 제43조(원동기장치자전거 무면허운전의 점), 자동차손해배상 보장법 제46조 제3항 제2호, 제8조 본문(의무보험 미가입차량 운행의 점), 도로교통법 제148조의2 제2항, 제44조 제2항(음주측정거부의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

특정범죄가중처벌등에관한법률위반(도주치상)죄, 자동차손해배상보장법위반죄, 도로교통법위반(음주측정거부)죄에 대하여 각 징역형 선택, 도로교통법위반죄에 대하여 금고형 선택, 도로교통법위반(무면허운전)죄에 대하여 벌금형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제3호, 제2항, 제50조

1. 노역장유치

형법 제70조 제1항, 제69조 제2항","도로교통법 148조, 도로교통법 151조, 도로교통법 154조 제2호, 보장법 46조 제3항 제2호, 형법 268조, 형법 37조, 형법 40조, 형법 70조 제1항"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항 제1호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 형법 제151조 제1항, 제31조(범인도피교사의 점)

1. 상상적 경합

형법 제40조, 제50조[도로교통법위반(음주운전)죄, 도로교통법위반(무면허운전)죄 상호간]

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 151조 제1항, 형법 37조, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

자동차관리법  제81조 제7의2호, 제24조의2 제1항(자동차사용자 아닌 자의  자동차운행의  점), 각 도로교통법  제152조 제1호, 제43조(무면허운전의  점), 자동차손해배상보장법 제46조 제2항 제2호, 제8조 본문(의무보험 미가입 자동차 운행의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예

형법 제62조 제1항

1. 보호관찰

형법 제62조의2 제1항, 제2항 본문","도로교통법 152조 제1호, 자동차관리법 81조, 자동차손해배상보장법 46조 제2항 제2호, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조

구 도로교통법(2018. 12. 24. 법률 제16037호로 개정되기 전의 것) 제148조의2 제2항 제1호, 제44조 제1항(음주운전의  점), 도로교통법 제152조 제1호, 제43조(무면허운전의  점),  형법  제231조(사문서위조의  점), 형법  제234조,  제231조(위조사문서행사의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 152조 제1호, 형법 231조, 형법 234조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

교통사고처리 특례법 제3조 제1항, 제2항 단서 제7호, 형법 제268조(업무상과실치상의 점), 각 도로교통법 제151조(과실재물손괴의 점), 각 도로교통법 제152조 제1호,  제43조(무면허운전의 점), 각 자동차손해배상 보장법 제46조 제2항 제2호, 제8조 본문(의무보험 미가입 차량 운행의 점), 형법 제330조(야간건조물침입절도의 점)

1. 상상적 경합

형법 제40조, 제50조[교통사고처리특례법위반(치상)죄와 2018. 5. 17.자 도로교통법위반죄 상호간]

1. 형의 선택

교통사고처리특례법위반(치상)죄, 2019. 2. 5.자 도로교통법위반죄에 대하여 각 금고형을, 각 도로교통법위반(무면허운전)죄, 각 자동차손해배상보장법위반죄에 대하여 각  징역형을 각 선택

1. 누범가중

형법 제35조

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 151조, 도로교통법 152조 제1호, 보장법 46조 제2항 제2호, 특례법 3조 제1항, 형법 268조, 형법 330조, 형법 35조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제152조  제1호, 제43조(무면허운전의 점), 형법 제230조(공문서부정행사의 점), 형법 제239조 제1항(사서명위조의 점), 형법 제239조 제2항, 제1항(위조사서명행사의 점), 형법 제231조(사문서위조의 점), 형법 제234조, 제231조(위조사문서행사의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 누범가중

형법 제35조

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 230조, 형법 231조, 형법 234조, 형법 239조 제1항, 형법 239조 제2항, 형법 35조, 형법 37조, 형법 40조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

각 형법 제352조, 제347조 제1항, 제30조(사기미수의  점), 보험사기방지특별법 제8조(보험사기의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예

형법 제62조 제1항

1. 사회봉사명령

형법 제62조의2","보험사기방지특별법 8조, 형법 352조, 형법 37조, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

구 도로교통법(2018. 3. 27. 법률 제15530호로 개정되기 전의 것) 제148조의2 제1항 제2호, 제44조 제2항(음주측정거부의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조[형이 더 무거운 도로교통법위반(음주측정거부)죄에 정한 형에 경합범 가중(위 두 죄의 장기형을 합산한 범위 내에서)]

양형의 이유1)

1. 처단형의 범위

징역 1년 ~ 4년

2. 선고형의 결정

피고인은 2007년 이후 도로교통법위반(음주운전)죄로 총 5차례(벌금형 3회, 집행유예  2회) 처벌받은 전력이 있을 뿐만 아니라, 같은 죄로 인한 집행유예기간 중에 이 사건  범행에 이르러 그 죄책이 매우 무겁다. 이와 같은 사정을 감안하면, 피고인에 대하여는  그 책임에 상응하는 엄중한 처벌이 불가피하다.

다만, 피고인이 이 사건 범행을 모두 자백하면서 자신의 잘못을 반성하고 있는 점  등 피고인에게 유리한 정상도 참작하고, 그 밖에 피고인의 연령, 성행, 환경, 가족관계,  건강상태, 범행의 경위, 범행 후의 정황 등 이 사건 변론에 나타난 제반 양형조건을 종합적으로 고려하여, 주문과 같이 형을 정한다.","도로교통법 152조 제1호, 형법 37조"
"1. 범죄사실에 대한 해당법조

각 형법 제347조 제1항(사기의 점), 각 마약류 관리에 관한 법률 제60조 제1항 제2호, 제4조 제1항 제1호, 제2조 제3호 나목(필로폰 투약의 점), 교통사고처리 특례법 제3조 제1항, 제2항 단서 제1호, 제7호, 형법 제268조(업무상과실치상의 점), 도로교통법  제151조(과실재물손괴의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 사기죄, 각 마약류관리에관한법률위반(향정)죄, 도로교통법위반(무면허운전)죄에  대하여 각 징역형을, 교통사고처리특례법위반(치상)죄에 대하여는 금고형을 각 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 몰수

형법 제48조 제1항 제1호, 마약류 관리에 관한 법률 제67조 본문

1. 추징

마약류 관리에 관한 법률 제67조 단서

1. 가납명령

형사소송법 제334조 제1항","도로교통법 151조, 도로교통법 152조 제1호, 특례법 3조 제1항, 형법 268조, 형법 347조 제1항, 형법 37조, 형법 40조, 형법 48조 제1항 제1호, 형사소송법 334조 제1항"
"1. 범죄사실에 대한 해당법조

특정범죄 가중처벌 등에 관한 법률 제5조의3 제1항 제2호, 형법 제268조(업무상과실치상 후 도주의 점), 도로교통법 제148조, 제54조 제1항(손괴 후 미조치의 점), 도로교통법 제151조(과실재물손괴의 점), 특정범죄 가중처벌 등에 관한 법률 제5조의11(위험운전치상의 점), 구 도로교통법(2018. 12. 24. 법률 제16037호로 개정되기  전의 것) 제148조의2 제2항 제2호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점), 자동차손해배상 보장법 제46조 제2항 제2호,  제8조 본문(의무보험 미가입 자동차 운행의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

도로교통법위반죄는 금고형을, 나머지 죄는 징역형을 각 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제2항, 제50조","도로교통법 148조, 도로교통법 151조, 도로교통법 152조 제1호, 보장법 46조 제2항 제2호, 형법 268조, 형법 37조, 형법 40조"
"1. 범죄사실에 대한 해당법조

특정범죄가중처벌등에관한법률위반 제5조의11 제1항(위험운전치상의 점), 도로교통법 제148조의2 제3항 제2호, 제44조 제1항(2019. 10. 9. 음주운전의  점), 도로교통법 제148조의2 제1항, 제44조 제1항(2020. 3. 8. 음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범 가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호

1. 집행유예

형법 제62조 제1항","도로교통법 148조, 도로교통법 152조 제1호, 형법 37조, 형법 40조, 형법 53조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제144조 제1항, 제136조 제1항(징역형 선택)

1. 집행유예",형법 144조 제1항
"1. 범죄사실에 대한 해당법조 및 형의 선택

도로교통법 제148조의2 제1항, 제44조 제1항(음주운전의 점), 도로교통법 제152조  제1호, 제43조(무면허운전의 점), 형법 제239조 제1항(사서명위조의 점), 형법 제239조 제2항, 제1항(위조사서명행사의 점), 형법 제231조(사문서위조의 점), 형법 제234, 제231조(위조사문서행사의 점), 정보통신망 이용촉진 및 정보보호 등에 관한 법률 제70조 제2항(허위사실 적시 명예훼손의 점), 형법 제366조(재물손괴의 점),  형법 제314조 제1항, 제313조(업무방해의 점), 각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 작량감경

형법 제53조, 제55조 제1항 제3호","도로교통법 148조, 도로교통법 152조 제1호, 형법 231조, 형법 239조 제1항, 형법 239조 제2항, 형법 314조 제1항, 형법 366조, 형법 37조, 형법 53조"
"1. 범죄사실에 대한 해당법조 및 형의 선택

가. 피고인 A : 형법 제347조 제1항, 제30조(사기의 점), 폭력행위 등 처벌에 관한                           법률 제6조, 제2조 제2항 제3호, 형법  제350조 제1항(공동공갈미수의 점), 폭력행위 등 처벌에 관한 법률 제2조 제2항 제2호, 형법 제276조 제1항(공동감금의 점), 징역형 선택

나. 피고인 B : 형법 제347조 제1항, 제30조, 징역형 선택

다. 피고인 C : 형법 제347조 제1항, 제30조(사기의 점), 국민체육진흥법 제48조 제3호, 제26조 제1항(유사행위 이용 도박의 점), 징역형 선택

1. 경합범가중

피고인 A, C : 형법 제37조 전단, 제38조 제1항 제2호, 제50조

1. 집행유예

피고인 B : 형법 제62조 제1항 (피고인 B이 이 사건 범행을 인정하고 다시는 재범하지 않겠다고 다짐하고 있는 점, 피고인 B이 피고인 C과 함께 피해자에게 1,000만 원을 지급하는 등 그 피해를 상당 부분 회복하여 주고 원만히 합의한 점, 피고인 B에게 처벌받은 범죄전력이 전혀 없는 점 등 참작)

1. 사회봉사명령

피고인 B : 형법 제62조의2

1. 몰수

피고인 A : 형법 제48조 제1항 제1호","국민체육진흥법 48조 제3호, 형법 276조 제1항, 형법 347조 제1항, 형법 350조 제1항, 형법 37조, 형법 48조 제1항 제1호, 형법 62조, 형법 62조 제1항"
"1. 범죄사실에 대한 해당법조 및 형의 선택

형법 제231조(사문서위조의 점), 형법 제234조, 제231조(위조사문서행사의 점), 형법  제239조 제1항(사서명위조의 점), 형법 제239조 제2항, 제1항(위조사서명행사의 점),  주민등록법  제37조  제1호(타인의  주민등록번호  부정사용의  점),  구  도로교통법(2018. 12. 24. 법률 제16037호로 개정되어 2019. 6. 25. 시행되기 전의 것) 제148조의2 제2항 제3호, 제44조 제1항(음주운전의 점), 도로교통법 제152조 제1호, 제43조(무면허운전의 점)

1. 상상적 경합

형법 제40조, 제50조

1. 형의 선택

각 징역형 선택

1. 경합범가중

형법 제37조 전단, 제38조 제1항 제2호, 제50조","도로교통법 152조 제1호, 주민등록법 37조 제1호, 형법 231조, 형법 234조, 형법 239조 제1항, 형법 239조 제2항, 형법 37조, 형법 40조"
